,Date,GHI
950,2022-02-21,4.836308333
951,2022-02-22,4.611808333
952,2022-02-23,4.886116667
953,2022-02-24,5.199866667
954,2022-02-25,5.2465
955,2022-02-26,6.427275
956,2022-02-27,6.287241667
957,2022-02-28,5.909541667
958,2022-03-01,5.74105
959,2022-03-02,3.948875
960,2022-03-03,6.092025
961,2022-03-04,5.41575
962,2022-03-05,5.110141667
963,2022-03-06,6.016166667
964,2022-03-07,5.128958333
965,2022-03-08,6.368116667
966,2022-03-09,5.415233333
967,2022-03-10,4.164808333
968,2022-03-11,5.839325
969,2022-03-12,4.187916667
970,2022-03-13,5.754641667
971,2022-03-14,5.3176
972,2022-03-15,4.818283333
973,2022-03-16,4.7711
974,2022-03-17,4.87725
975,2022-03-18,4.700166667
976,2022-03-19,5.915041667
977,2022-03-20,4.226183333
978,2022-03-21,3.431675
979,2022-03-22,3.580491667
980,2022-03-23,4.997616667
981,2022-03-24,5.12505
